Timestamp,Señal con ruido,S2,Coeficientes de aproximación,S4
2025-11-27T17:40:54.019Z,-0.5175999999046326,0,-0.028200000524520874,0.00009999999747378752
2025-11-27T17:40:54.049Z,-0.3100999891757965,0.00009999999747378752,-0.17880000174045563,0.00039999998989515007
2025-11-27T17:40:54.049Z,-0.7217000126838684,0,-0.4860000014305115,0.0005000000237487257
2025-11-27T17:40:54.049Z,-0.513700008392334,0.0003000000142492354,-0.7662000060081482,-0.0019000000320374966
2025-11-27T17:40:54.049Z,-0.3061999976634979,0,-0.8382999897003174,-0.005400000140070915
2025-11-27T17:40:54.053Z,-0.7172999978065491,-0.0027000000700354576,-0.7523999810218811,0.001500000013038516
2025-11-27T17:40:54.053Z,-0.5092999935150146,-0.0035000001080334187,-0.6603999733924866,0.01899999938905239
2025-11-27T17:40:54.053Z,-0.3012999892234802,-0.03530000150203705,-0.6931999921798706,0.009399999864399433
2025-11-27T17:40:54.053Z,-0.7124000191688538,-0.1898999959230423,-0.7774999737739563,-0.03869999945163727
2025-11-27T17:40:54.053Z,-0.5044000148773193,-0.44749999046325684,-0.7185999751091003,-0.033399999141693115
2025-11-27T17:40:54.053Z,-0.2969000041484833,-0.6111000180244446,-0.6672000288963318,0.06360000371932983
2025-11-27T17:40:54.053Z,-0.7080000042915344,-0.564300000667572,-0.7476999759674072,0.04190000146627426
2025-11-27T17:40:54.053Z,-0.49950000643730164,-0.44440001249313354,-0.722599983215332,-0.13590000569820404
2025-11-27T17:40:54.057Z,-0.2915000021457672,-0.49950000643730164,-0.6654999852180481,0.21960000693798065
2025-11-27T17:40:54.057Z,-0.7026000022888184,-0.5401999950408936,-0.737500011920929,-0.3336000144481659
2025-11-27T17:40:54.057Z,-0.49410000443458557,-0.47920000553131104,-0.714900016784668,0.28439998626708984
2025-11-27T17:40:54.063Z,-0.2856000065803528,-0.6603000164031982,-0.6581000089645386,0.009700000286102295
2025-11-27T17:40:54.063Z,-0.6967999935150146,-0.2012999951839447,-0.7297000288963318,-0.2939999997615814
